id,duration,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_id,subscription_type,zip_code
8742,323,9/2/2013 11:58,Grant Avenue at Columbus Avenue,73,9/2/2013 12:04,Mechanics Plaza (Market at Battery),75,459,Customer,94133
8743,351,9/2/2013 11:59,Market at Sansome,77,9/2/2013 12:05,Harry Bridges Plaza (Ferry Building),50,562,Customer,94105
8744,879,9/2/2013 12:00,San Francisco Caltrain 2 (330 Townsend),69,9/2/2013 12:15,Harry Bridges Plaza (Ferry Building),50,529,Customer,87122
8746,865,9/2/2013 12:00,San Francisco Caltrain 2 (330 Townsend),69,9/2/2013 12:15,Harry Bridges Plaza (Ferry Building),50,432,Customer,87122
8747,2793,9/2/2013 12:02,Harry Bridges Plaza (Ferry Building),50,9/2/2013 12:48,Embarcadero at Sansome,60,447,Customer,91711
8750,1284,9/2/2013 12:04,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 12:25,Clay at Battery,41,341,Subscriber,94115
8751,965,9/2/2013 12:04,Embarcadero at Sansome,60,9/2/2013 12:20,Embarcadero at Vallejo,48,469,Customer,2118
8752,933,9/2/2013 12:05,Embarcadero at Sansome,60,9/2/2013 12:20,Embarcadero at Vallejo,48,313,Customer,2118
8753,9136,9/2/2013 12:05,Golden Gate at Polk,59,9/2/2013 14:37,Golden Gate at Polk,59,333,Customer,29407
8754,2525,9/2/2013 12:06,Harry Bridges Plaza (Ferry Building),50,9/2/2013 12:48,Embarcadero at Sansome,60,611,Customer,91711
8755,23108,9/2/2013 12:07,Civic Center BART (7th at Market),72,9/2/2013 18:32,Civic Center BART (7th at Market),72,507,Customer,1576245
8756,261,9/2/2013 12:07,Yerba Buena Center of the Arts (3rd @ Howard),68,9/2/2013 12:11,2nd at Folsom,62,426,Customer,94105
8757,1160,9/2/2013 12:09,Harry Bridges Plaza (Ferry Building),50,9/2/2013 12:29,Mechanics Plaza (Market at Battery),75,569,Customer,94158
8759,1604,9/2/2013 12:11,Yerba Buena Center of the Arts (3rd @ Howard),68,9/2/2013 12:38,South Van Ness at Market,66,527,Customer,12413
8761,1509,9/2/2013 12:13,Yerba Buena Center of the Arts (3rd @ Howard),68,9/2/2013 12:38,South Van Ness at Market,66,506,Customer,12413
8762,861,9/2/2013 12:14,Harry Bridges Plaza (Ferry Building),50,9/2/2013 12:28,Mechanics Plaza (Market at Battery),75,265,Customer,94108
8763,567,9/2/2013 12:14,Harry Bridges Plaza (Ferry Building),50,9/2/2013 12:24,Powell Street BART,39,367,Customer,82070
8764,925,9/2/2013 12:14,Market at 10th,67,9/2/2013 12:30,Market at 4th,76,465,Customer,94102
8765,894,9/2/2013 12:18,Embarcadero at Sansome,60,9/2/2013 12:33,Market at 4th,76,556,Subscriber,94111
8766,864,9/2/2013 12:18,Embarcadero at Sansome,60,9/2/2013 12:32,Market at 4th,76,371,Customer,94111
8767,1679,9/2/2013 12:18,Civic Center BART (7th at Market),72,9/2/2013 12:46,Embarcadero at Vallejo,48,603,Customer,1576245
8768,710,9/2/2013 12:18,Harry Bridges Plaza (Ferry Building),50,9/2/2013 12:30,Grant Avenue at Columbus Avenue,73,549,Customer,94610
8769,1658,9/2/2013 12:18,Civic Center BART (7th at Market),72,9/2/2013 12:46,Embarcadero at Vallejo,48,267,Customer,1576245
8770,677,9/2/2013 12:19,Harry Bridges Plaza (Ferry Building),50,9/2/2013 12:30,Grant Avenue at Columbus Avenue,73,291,Subscriber,94111
8771,1492,9/2/2013 12:21,Harry Bridges Plaza (Ferry Building),50,9/2/2013 12:46,Embarcadero at Sansome,60,432,Customer,90066
8773,6443,9/2/2013 12:21,Post at Kearney,47,9/2/2013 14:08,Post at Kearney,47,489,Customer,1576245
8774,6455,9/2/2013 12:21,Post at Kearney,47,9/2/2013 14:09,Post at Kearney,47,375,Customer,1576245
8775,1413,9/2/2013 12:22,San Francisco Caltrain 2 (330 Townsend),69,9/2/2013 12:46,Townsend at 7th,65,376,Customer,94123
8776,4989,9/2/2013 12:22,Embarcadero at Vallejo,48,9/2/2013 13:45,Embarcadero at Sansome,60,469,Customer,2118
8778,1381,9/2/2013 12:23,San Francisco Caltrain 2 (330 Townsend),69,9/2/2013 12:46,Townsend at 7th,65,269,Customer,94123
8779,1115,9/2/2013 12:23,Yerba Buena Center of the Arts (3rd @ Howard),68,9/2/2013 12:42,Embarcadero at Sansome,60,575,Customer,94704
8781,4890,9/2/2013 12:24,Embarcadero at Vallejo,48,9/2/2013 13:45,Embarcadero at Sansome,60,548,Customer,2118
8782,851,9/2/2013 12:24,Embarcadero at Sansome,60,9/2/2013 12:38,Embarcadero at Vallejo,48,357,Customer,94123
8785,810,9/2/2013 12:25,Embarcadero at Sansome,60,9/2/2013 12:38,Embarcadero at Vallejo,48,279,Customer,94107
8786,952,9/2/2013 12:26,Yerba Buena Center of the Arts (3rd @ Howard),68,9/2/2013 12:42,Embarcadero at Sansome,60,539,Customer,94110
8787,393,9/2/2013 12:26,San Pedro Square,6,9/2/2013 12:32,San Salvador at 1st,8,26,Subscriber,95112
8790,8975,9/2/2013 12:27,Embarcadero at Folsom,51,9/2/2013 14:57,Embarcadero at Folsom,51,381,Customer,11225
8793,4272,9/2/2013 12:29,Arena Green / SAP Center,14,9/2/2013 13:40,Arena Green / SAP Center,14,665,Customer,95124
8794,4243,9/2/2013 12:29,Arena Green / SAP Center,14,9/2/2013 13:40,Arena Green / SAP Center,14,668,Customer,95124
8795,5980,9/2/2013 12:29,Post at Kearney,47,9/2/2013 14:09,Post at Kearney,47,271,Customer,1576245
8796,5930,9/2/2013 12:29,Post at Kearney,47,9/2/2013 14:08,Post at Kearney,47,585,Customer,1576245
8800,870,9/2/2013 12:30,2nd at South Park,64,9/2/2013 12:45,Embarcadero at Vallejo,48,345,Customer,94107
8801,834,9/2/2013 12:30,2nd at South Park,64,9/2/2013 12:44,Embarcadero at Vallejo,48,492,Customer,94107
8804,8770,9/2/2013 12:31,Embarcadero at Folsom,51,9/2/2013 14:57,Embarcadero at Folsom,51,340,Customer,11225
8805,999,9/2/2013 12:33,Market at 4th,76,9/2/2013 12:49,Harry Bridges Plaza (Ferry Building),50,356,Customer,15238
8806,972,9/2/2013 12:33,Market at 4th,76,9/2/2013 12:49,Harry Bridges Plaza (Ferry Building),50,467,Customer,15238
8808,827,9/2/2013 12:36,Market at 4th,76,9/2/2013 12:50,Harry Bridges Plaza (Ferry Building),50,466,Customer,10044
8809,3160,9/2/2013 12:37,Spear at Folsom,49,9/2/2013 13:29,Spear at Folsom,49,524,Customer,94105
8810,776,9/2/2013 12:37,Market at 4th,76,9/2/2013 12:49,Harry Bridges Plaza (Ferry Building),50,465,Customer,10044
8811,907,9/2/2013 12:38,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 12:53,Harry Bridges Plaza (Ferry Building),50,292,Subscriber,94158
8812,853,9/2/2013 12:38,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 12:53,Harry Bridges Plaza (Ferry Building),50,568,Customer,94158
8813,14384,9/2/2013 12:38,Post at Kearney,47,9/2/2013 16:38,Powell at Post (Union Square),71,272,Customer,92688
8814,599,9/2/2013 12:39,Mechanics Plaza (Market at Battery),75,9/2/2013 12:49,Washington at Kearney,46,443,Customer,94158
8815,537,9/2/2013 12:40,Mechanics Plaza (Market at Battery),75,9/2/2013 12:49,Washington at Kearney,46,265,Customer,94108
8817,565,9/2/2013 12:40,Temporary Transbay Terminal (Howard at Beale),55,9/2/2013 12:49,Market at 4th,76,334,Subscriber,94102
8819,954,9/2/2013 12:41,Powell Street BART,39,9/2/2013 12:57,Harry Bridges Plaza (Ferry Building),50,367,Customer,94043
8821,14227,9/2/2013 12:41,Post at Kearney,47,9/2/2013 16:38,Powell at Post (Union Square),71,365,Customer,92688
8822,1083,9/2/2013 12:42,2nd at South Park,64,9/2/2013 13:00,Townsend at 7th,65,442,Customer,94107
8823,933,9/2/2013 12:42,Powell Street BART,39,9/2/2013 12:57,Harry Bridges Plaza (Ferry Building),50,281,Customer,94043
8824,1038,9/2/2013 12:42,2nd at South Park,64,9/2/2013 12:59,Townsend at 7th,65,552,Customer,94107
8826,541,9/2/2013 12:43,Harry Bridges Plaza (Ferry Building),50,9/2/2013 12:52,Market at Sansome,77,576,Customer,94105
8830,14130,9/2/2013 12:44,Civic Center BART (7th at Market),72,9/2/2013 16:40,Civic Center BART (7th at Market),72,484,Customer,94102
8831,613,9/2/2013 12:46,Spear at Folsom,49,9/2/2013 12:56,Market at Sansome,77,458,Subscriber,94105
8832,1098,9/2/2013 12:47,Townsend at 7th,65,9/2/2013 13:05,Market at 10th,67,376,Customer,94123
8833,878,9/2/2013 12:47,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 13:02,Harry Bridges Plaza (Ferry Building),50,402,Subscriber,94041
8834,321,9/2/2013 12:47,2nd at Folsom,62,9/2/2013 12:52,2nd at South Park,64,426,Subscriber,94117
8835,1070,9/2/2013 12:47,Townsend at 7th,65,9/2/2013 13:05,Market at 10th,67,269,Customer,94123
8836,869,9/2/2013 12:47,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 13:02,Harry Bridges Plaza (Ferry Building),50,522,Customer,94041
8837,1279,9/2/2013 12:48,Embarcadero at Folsom,51,9/2/2013 13:10,Embarcadero at Sansome,60,597,Customer,94105
8838,1118,9/2/2013 12:51,Embarcadero at Folsom,51,9/2/2013 13:10,Embarcadero at Sansome,60,584,Customer,94105
8839,11502,9/2/2013 12:52,Embarcadero at Sansome,60,9/2/2013 16:04,Mechanics Plaza (Market at Battery),75,447,Customer,6430
8840,243,9/2/2013 12:57,Civic Center BART (7th at Market),72,9/2/2013 13:01,Powell Street BART,39,514,Customer,1576245
8841,814,9/2/2013 12:57,Embarcadero at Sansome,60,9/2/2013 13:10,Howard at 2nd,63,399,Subscriber,94105
8842,11110,9/2/2013 12:59,Embarcadero at Sansome,60,9/2/2013 16:04,Mechanics Plaza (Market at Battery),75,575,Customer,6430
8843,11348,9/2/2013 13:00,Embarcadero at Sansome,60,9/2/2013 16:09,Embarcadero at Sansome,60,432,Customer,1576245
8844,11346,9/2/2013 13:00,Embarcadero at Sansome,60,9/2/2013 16:09,Embarcadero at Sansome,60,611,Customer,1576245
8846,421,9/2/2013 13:01,Embarcadero at Sansome,60,9/2/2013 13:08,Embarcadero at Sansome,60,539,Customer,95814
8847,1582,9/2/2013 13:01,Powell Street BART,39,9/2/2013 13:28,Civic Center BART (7th at Market),72,512,Customer,1576245
8849,893,9/2/2013 13:04,Embarcadero at Sansome,60,9/2/2013 13:19,Grant Avenue at Columbus Avenue,73,380,Customer,1576245
8850,22049,9/2/2013 13:04,Harry Bridges Plaza (Ferry Building),50,9/2/2013 19:12,Steuart at Market,74,388,Customer,94704
8851,22014,9/2/2013 13:05,Harry Bridges Plaza (Ferry Building),50,9/2/2013 19:12,Steuart at Market,74,466,Customer,94704
8854,827,9/2/2013 13:05,Embarcadero at Sansome,60,9/2/2013 13:19,Grant Avenue at Columbus Avenue,73,602,Customer,95112
8855,8920,9/2/2013 13:05,Clay at Battery,41,9/2/2013 15:34,Clay at Battery,41,341,Customer,19096
8856,1216,9/2/2013 13:06,Market at 10th,67,9/2/2013 13:26,San Francisco City Hall,58,376,Customer,94123
8857,1190,9/2/2013 13:06,Market at 10th,67,9/2/2013 13:26,San Francisco City Hall,58,269,Customer,94123
8858,316,9/2/2013 13:08,Harry Bridges Plaza (Ferry Building),50,9/2/2013 13:13,Temporary Transbay Terminal (Howard at Beale),55,467,Customer,94105
8859,20894,9/2/2013 13:08,Beale at Market,56,9/2/2013 18:56,Beale at Market,56,440,Customer,90046
8861,3083,9/2/2013 13:14,Market at Sansome,77,9/2/2013 14:05,Market at Sansome,77,458,Customer,94115
8862,1678,9/2/2013 13:15,Steuart at Market,74,9/2/2013 13:43,Grant Avenue at Columbus Avenue,73,347,Customer,94133
8863,407,9/2/2013 13:15,Market at 10th,67,9/2/2013 13:22,Powell Street BART,39,519,Customer,1576245
8865,447,9/2/2013 13:16,Market at 10th,67,9/2/2013 13:23,Market at 4th,76,431,Subscriber,94114
8867,981,9/2/2013 13:20,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 13:36,South Van Ness at Market,66,412,Customer,94025
8868,360,9/2/2013 13:21,South Van Ness at Market,66,9/2/2013 13:27,Powell Street BART,39,582,Subscriber,94103
8869,339,9/2/2013 13:21,Howard at 2nd,63,9/2/2013 13:27,Spear at Folsom,49,270,Customer,94105
8870,1495,9/2/2013 13:22,Embarcadero at Sansome,60,9/2/2013 13:47,Embarcadero at Sansome,60,584,Customer,87122
8871,1484,9/2/2013 13:22,Embarcadero at Sansome,60,9/2/2013 13:47,Embarcadero at Sansome,60,528,Customer,87122
8872,1551,9/2/2013 13:22,Washington at Kearney,46,9/2/2013 13:48,2nd at Townsend,61,443,Customer,94158
8873,1330,9/2/2013 13:22,5th at Howard,57,9/2/2013 13:44,Harry Bridges Plaza (Ferry Building),50,320,Customer,95126
8874,1297,9/2/2013 13:23,5th at Howard,57,9/2/2013 13:44,Harry Bridges Plaza (Ferry Building),50,488,Customer,95126
8875,1486,9/2/2013 13:23,Washington at Kearney,46,9/2/2013 13:48,2nd at Townsend,61,265,Customer,94108
8876,711,9/2/2013 13:24,Grant Avenue at Columbus Avenue,73,9/2/2013 13:35,Spear at Folsom,49,318,Customer,94105
8877,700,9/2/2013 13:24,Grant Avenue at Columbus Avenue,73,9/2/2013 13:35,Spear at Folsom,49,549,Customer,94105
8878,2711,9/2/2013 13:26,Harry Bridges Plaza (Ferry Building),50,9/2/2013 14:12,Grant Avenue at Columbus Avenue,73,402,Customer,94133
8880,531,9/2/2013 13:28,Grant Avenue at Columbus Avenue,73,9/2/2013 13:36,Harry Bridges Plaza (Ferry Building),50,602,Customer,1754
8881,973,9/2/2013 13:28,5th at Howard,57,9/2/2013 13:44,Harry Bridges Plaza (Ferry Building),50,598,Customer,95126
8885,838,9/2/2013 13:29,2nd at Townsend,61,9/2/2013 13:43,Harry Bridges Plaza (Ferry Building),50,610,Customer,94107
8888,729,9/2/2013 13:30,Harry Bridges Plaza (Ferry Building),50,9/2/2013 13:42,Howard at 2nd,63,465,Customer,94107
8889,734,9/2/2013 13:30,Harry Bridges Plaza (Ferry Building),50,9/2/2013 13:42,Howard at 2nd,63,292,Customer,94107
8890,2021,9/2/2013 13:31,San Jose City Hall,10,9/2/2013 14:04,Santa Clara at Almaden,4,67,Customer,95112
8892,1724,9/2/2013 13:31,San Francisco City Hall,58,9/2/2013 14:00,Embarcadero at Sansome,60,327,Customer,94123
8893,1698,9/2/2013 13:32,San Francisco City Hall,58,9/2/2013 14:00,Embarcadero at Sansome,60,276,Customer,94123
8894,468,9/2/2013 13:32,5th at Howard,57,9/2/2013 13:40,Spear at Folsom,49,553,Subscriber,94105
8895,772,9/2/2013 13:29,2nd at Townsend,61,9/2/2013 13:42,Harry Bridges Plaza (Ferry Building),50,360,Subscriber,94107
8896,864,9/2/2013 13:33,Embarcadero at Vallejo,48,9/2/2013 13:47,Market at 4th,76,321,Customer,94123
8897,843,9/2/2013 13:33,Embarcadero at Vallejo,48,9/2/2013 13:47,Market at 4th,76,279,Customer,94107
8898,1177,9/2/2013 13:36,South Van Ness at Market,66,9/2/2013 13:55,Powell Street BART,39,546,Customer,1576245
8899,1175,9/2/2013 13:36,South Van Ness at Market,66,9/2/2013 13:56,Powell Street BART,39,527,Customer,1576245
8900,1500,9/2/2013 13:37,Spear at Folsom,49,9/2/2013 14:02,Market at Sansome,77,270,Customer,1576245
8901,574,9/2/2013 13:37,Embarcadero at Vallejo,48,9/2/2013 13:47,Grant Avenue at Columbus Avenue,73,345,Customer,94043
8902,1458,9/2/2013 13:37,Spear at Folsom,49,9/2/2013 14:01,Market at Sansome,77,318,Customer,1576245
8903,628,9/2/2013 13:37,Embarcadero at Vallejo,48,9/2/2013 13:48,Grant Avenue at Columbus Avenue,73,357,Customer,94043
8905,2315,9/2/2013 13:38,Park at Olive,38,9/2/2013 14:16,Park at Olive,38,51,Customer,94306
8907,891,9/2/2013 13:39,Market at 4th,76,9/2/2013 13:54,Steuart at Market,74,540,Customer,94102
8909,1057,9/2/2013 13:40,South Van Ness at Market,66,9/2/2013 13:57,Harry Bridges Plaza (Ferry Building),50,477,Customer,94103
8912,1146,9/2/2013 13:44,South Van Ness at Market,66,9/2/2013 14:03,San Francisco Caltrain 2 (330 Townsend),69,586,Customer,91326
8913,1057,9/2/2013 13:44,Grant Avenue at Columbus Avenue,73,9/2/2013 14:02,Spear at Folsom,49,347,Subscriber,94105
8914,1122,9/2/2013 13:44,South Van Ness at Market,66,9/2/2013 14:03,San Francisco Caltrain 2 (330 Townsend),69,623,Customer,91326
8915,119,9/2/2013 13:47,South Van Ness at Market,66,9/2/2013 13:49,Market at 10th,67,358,Subscriber,94103
8918,701,9/2/2013 13:47,Embarcadero at Sansome,60,9/2/2013 13:59,Harry Bridges Plaza (Ferry Building),50,469,Customer,2118
8926,460,9/2/2013 13:49,Embarcadero at Sansome,60,9/2/2013 13:57,Harry Bridges Plaza (Ferry Building),50,528,Customer,87122
8927,449,9/2/2013 13:49,Embarcadero at Sansome,60,9/2/2013 13:57,Harry Bridges Plaza (Ferry Building),50,584,Customer,87122
8928,601,9/2/2013 13:50,Market at 4th,76,9/2/2013 14:00,South Van Ness at Market,66,431,Subscriber,94114
8929,1391,9/2/2013 13:50,Grant Avenue at Columbus Avenue,73,9/2/2013 14:13,Embarcadero at Bryant,54,277,Subscriber,94133
8930,1506,9/2/2013 13:54,Harry Bridges Plaza (Ferry Building),50,9/2/2013 14:19,Market at 10th,67,598,Customer,10044
8931,613,9/2/2013 13:54,Civic Center BART (7th at Market),72,9/2/2013 14:05,Townsend at 7th,65,512,Subscriber,94110
8932,1493,9/2/2013 13:55,Harry Bridges Plaza (Ferry Building),50,9/2/2013 14:20,Market at 10th,67,610,Customer,10044
8933,1450,9/2/2013 13:55,Harry Bridges Plaza (Ferry Building),50,9/2/2013 14:19,Market at 10th,67,488,Customer,15238
8934,1008,9/2/2013 13:56,Grant Avenue at Columbus Avenue,73,9/2/2013 14:13,Embarcadero at Bryant,54,383,Customer,94133
8935,1367,9/2/2013 13:56,Harry Bridges Plaza (Ferry Building),50,9/2/2013 14:19,Market at 10th,67,360,Customer,15238
8937,1670,9/2/2013 14:01,Arena Green / SAP Center,14,9/2/2013 14:29,Arena Green / SAP Center,14,668,Customer,93705
8938,14827,9/2/2013 14:03,Commercial at Montgomery,45,9/2/2013 18:10,Post at Kearney,47,505,Customer,94720
8939,1641,9/2/2013 14:03,Harry Bridges Plaza (Ferry Building),50,9/2/2013 14:30,San Francisco Caltrain (Townsend at 4th),70,281,Customer,94103
8940,204,9/2/2013 14:06,Townsend at 7th,65,9/2/2013 14:09,San Francisco Caltrain (Townsend at 4th),70,537,Subscriber,94110
8941,1280,9/2/2013 14:06,Steuart at Market,74,9/2/2013 14:28,San Francisco City Hall,58,430,Customer,94109
8942,1085,9/2/2013 14:07,Market at 4th,76,9/2/2013 14:26,San Francisco Caltrain 2 (330 Townsend),69,279,Subscriber,94107
8943,464,9/2/2013 14:08,Mechanics Plaza (Market at Battery),75,9/2/2013 14:16,Yerba Buena Center of the Arts (3rd @ Howard),68,438,Subscriber,94105
8944,870,9/2/2013 14:09,Santa Clara at Almaden,4,9/2/2013 14:23,SJSU - San Salvador at 9th,16,67,Customer,95112
8945,184,9/2/2013 14:10,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 14:13,2nd at Townsend,61,604,Subscriber,94110
8946,1199,9/2/2013 14:10,Arena Green / SAP Center,14,9/2/2013 14:30,Arena Green / SAP Center,14,186,Customer,93705
8947,376,9/2/2013 14:11,San Salvador at 1st,8,9/2/2013 14:17,San Pedro Square,6,26,Subscriber,95112
8948,210,9/2/2013 14:12,Mechanics Plaza (Market at Battery),75,9/2/2013 14:15,Market at Sansome,77,583,Customer,2118
8949,158,9/2/2013 14:12,Mechanics Plaza (Market at Battery),75,9/2/2013 14:15,Market at Sansome,77,369,Customer,2118
8950,810,9/2/2013 14:12,Market at 4th,76,9/2/2013 14:26,San Francisco Caltrain 2 (330 Townsend),69,334,Customer,1576245
8951,951,9/2/2013 14:14,Harry Bridges Plaza (Ferry Building),50,9/2/2013 14:30,Embarcadero at Sansome,60,528,Customer,94931
8952,505,9/2/2013 14:15,Embarcadero at Vallejo,48,9/2/2013 14:23,Grant Avenue at Columbus Avenue,73,492,Customer,94107
8953,528,9/2/2013 14:15,Embarcadero at Vallejo,48,9/2/2013 14:24,Grant Avenue at Columbus Avenue,73,415,Customer,94107
8954,745,9/2/2013 14:16,San Francisco Caltrain 2 (330 Townsend),69,9/2/2013 14:28,Harry Bridges Plaza (Ferry Building),50,329,Customer,94107
8955,752,9/2/2013 14:16,San Francisco Caltrain 2 (330 Townsend),69,9/2/2013 14:28,Harry Bridges Plaza (Ferry Building),50,581,Customer,94107
8958,379,9/2/2013 14:16,Townsend at 7th,65,9/2/2013 14:23,San Francisco Caltrain (Townsend at 4th),70,558,Subscriber,94107
8959,1012,9/2/2013 14:18,Howard at 2nd,63,9/2/2013 14:35,Howard at 2nd,63,464,Customer,94105
8960,280,9/2/2013 14:18,Townsend at 7th,65,9/2/2013 14:23,San Francisco Caltrain (Townsend at 4th),70,512,Subscriber,94107
8961,288,9/2/2013 14:20,Market at Sansome,77,9/2/2013 14:24,Mechanics Plaza (Market at Battery),75,576,Customer,2118
8962,8937,9/2/2013 14:20,2nd at Townsend,61,9/2/2013 16:49,2nd at Townsend,61,470,Customer,95136
8963,271,9/2/2013 14:20,Market at Sansome,77,9/2/2013 14:25,Mechanics Plaza (Market at Battery),75,270,Customer,2118
8964,393,9/2/2013 14:20,Embarcadero at Vallejo,48,9/2/2013 14:27,Harry Bridges Plaza (Ferry Building),50,588,Customer,94086
8965,389,9/2/2013 14:20,Embarcadero at Vallejo,48,9/2/2013 14:27,Harry Bridges Plaza (Ferry Building),50,290,Subscriber,94043
8966,8665,9/2/2013 14:24,2nd at Townsend,61,9/2/2013 16:49,2nd at Townsend,61,604,Customer,1576245
8968,61,9/2/2013 14:25,Powell at Post (Union Square),71,9/2/2013 14:26,Powell at Post (Union Square),71,434,Subscriber,94108
8969,9132,9/2/2013 14:26,San Francisco City Hall,58,9/2/2013 16:58,San Francisco City Hall,58,376,Customer,94109
8972,694,9/2/2013 14:27,Market at 10th,67,9/2/2013 14:38,Powell Street BART,39,598,Customer,94115
8975,1066,9/2/2013 14:27,Grant Avenue at Columbus Avenue,73,9/2/2013 14:45,Harry Bridges Plaza (Ferry Building),50,291,Customer,94133
8976,500,9/2/2013 14:28,5th at Howard,57,9/2/2013 14:36,Townsend at 7th,65,615,Subscriber,94103
8977,1521,9/2/2013 14:28,Market at 4th,76,9/2/2013 14:53,Temporary Transbay Terminal (Howard at Beale),55,556,Customer,94116
8984,1551,9/2/2013 14:30,Arena Green / SAP Center,14,9/2/2013 14:56,Arena Green / SAP Center,14,668,Customer,93705
8986,7274,9/2/2013 14:30,Market at 4th,76,9/2/2013 16:31,Civic Center BART (7th at Market),72,550,Customer,94109
8987,1513,9/2/2013 14:31,Arena Green / SAP Center,14,9/2/2013 14:56,Arena Green / SAP Center,14,186,Customer,93705
8988,7231,9/2/2013 14:31,Market at 4th,76,9/2/2013 16:31,Civic Center BART (7th at Market),72,371,Customer,94118
8989,1505,9/2/2013 14:31,Embarcadero at Sansome,60,9/2/2013 14:56,Harry Bridges Plaza (Ferry Building),50,327,Customer,94931
8991,8254,9/2/2013 14:32,2nd at Townsend,61,9/2/2013 16:49,2nd at Townsend,61,265,Customer,95110
8992,1005,9/2/2013 14:32,South Van Ness at Market,66,9/2/2013 14:49,Embarcadero at Folsom,51,401,Subscriber,94127
8994,4017,9/2/2013 14:34,Harry Bridges Plaza (Ferry Building),50,9/2/2013 15:41,Embarcadero at Sansome,60,584,Customer,95126
8996,671,9/2/2013 14:34,Grant Avenue at Columbus Avenue,73,9/2/2013 14:45,Harry Bridges Plaza (Ferry Building),50,402,Subscriber,94133
8997,3954,9/2/2013 14:35,Harry Bridges Plaza (Ferry Building),50,9/2/2013 15:41,Embarcadero at Sansome,60,588,Customer,95126
8998,3930,9/2/2013 14:35,Harry Bridges Plaza (Ferry Building),50,9/2/2013 15:41,Embarcadero at Sansome,60,356,Customer,95126
8999,8050,9/2/2013 14:35,2nd at Townsend,61,9/2/2013 16:49,2nd at Townsend,61,344,Customer,1576245
9000,1642,9/2/2013 14:36,San Francisco Caltrain (Townsend at 4th),70,9/2/2013 15:04,Embarcadero at Sansome,60,558,Customer,94103
9001,539,9/2/2013 14:39,Harry Bridges Plaza (Ferry Building),50,9/2/2013 14:48,Embarcadero at Vallejo,48,568,Subscriber,94041
9002,231,9/2/2013 14:39,San Jose Civic Center,3,9/2/2013 14:43,Adobe on Almaden,5,641,Subscriber,95125
9003,510,9/2/2013 14:39,Harry Bridges Plaza (Ferry Building),50,9/2/2013 14:48,Embarcadero at Vallejo,48,522,Customer,94041
9004,2235,9/2/2013 14:39,San Antonio Caltrain Station,29,9/2/2013 15:16,California Ave Caltrain Station,36,72,Customer,89511
9005,7779,9/2/2013 14:40,2nd at Townsend,61,9/2/2013 16:49,2nd at Townsend,61,417,Customer,95118
9007,997,9/2/2013 14:40,Embarcadero at Bryant,54,9/2/2013 14:57,Harry Bridges Plaza (Ferry Building),50,395,Subscriber,94110
9008,517,9/2/2013 14:45,Adobe on Almaden,5,9/2/2013 14:54,San Jose Diridon Caltrain Station,2,609,Subscriber,95125
9009,968,9/2/2013 14:45,San Francisco City Hall,58,9/2/2013 15:02,Powell Street BART,39,430,Customer,95051
9010,919,9/2/2013 14:46,San Francisco City Hall,58,9/2/2013 15:01,Powell Street BART,39,608,Customer,95051
9011,492,9/2/2013 14:46,Embarcadero at Bryant,54,9/2/2013 14:54,San Francisco Caltrain 2 (330 Townsend),69,331,Customer,1576245
9012,548,9/2/2013 14:48,Harry Bridges Plaza (Ferry Building),50,9/2/2013 14:57,2nd at Townsend,61,291,Customer,1576245
9013,541,9/2/2013 14:48,Harry Bridges Plaza (Ferry Building),50,9/2/2013 14:57,2nd at Townsend,61,367,Customer,1576245
9014,961,9/2/2013 14:49,Market at Sansome,77,9/2/2013 15:05,5th at Howard,57,318,Customer,1576245
9015,903,9/2/2013 14:50,Market at Sansome,77,9/2/2013 15:05,5th at Howard,57,599,Customer,1576245
9016,1537,9/2/2013 14:49,San Jose City Hall,10,9/2/2013 15:15,MLK Library,11,658,Customer,95112
9017,903,9/2/2013 14:50,Embarcadero at Sansome,60,9/2/2013 15:05,Yerba Buena Center of the Arts (3rd @ Howard),68,597,Customer,93312
9018,890,9/2/2013 14:50,Embarcadero at Sansome,60,9/2/2013 15:05,Yerba Buena Center of the Arts (3rd @ Howard),68,528,Customer,93312
9019,940,9/2/2013 14:51,Embarcadero at Folsom,51,9/2/2013 15:07,2nd at South Park,64,401,Subscriber,94127
9020,713,9/2/2013 14:51,Golden Gate at Polk,59,9/2/2013 15:03,Powell Street BART,39,570,Customer,98103
9021,1406,9/2/2013 14:51,Powell Street BART,39,9/2/2013 15:15,2nd at Townsend,61,468,Customer,94123
9022,1407,9/2/2013 14:51,Powell Street BART,39,9/2/2013 15:15,2nd at Townsend,61,322,Customer,94107
9023,730,9/2/2013 14:52,Market at 4th,76,9/2/2013 15:05,Spear at Folsom,49,339,Subscriber,94105
9024,1365,9/2/2013 14:52,San Jose City Hall,10,9/2/2013 15:15,MLK Library,11,30,Customer,95112
9025,756,9/2/2013 14:54,Market at Sansome,77,9/2/2013 15:07,Yerba Buena Center of the Arts (3rd @ Howard),68,622,Customer,94702
